Reading /home/ssamal/workspace/conexpng/codings_1.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:64
No of concepts:8
	Completed reading 990 records
No of Objects: 1000
No of attributes: 64
No of concepts: 2080
Read time: 15119ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
o4.0_598      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [4.0]
o0.0_541      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [0.0]
o3.0_219       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [3.0]
o4.0_354      {136}    [[0.11, 0.11, 0.10, 0.10, 0.14, 0.03, 0.12, 0.06, 0.08, 0.11]]    [[4.0]]      [4.0] _/
o9.0_921       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [9.0] _/
o2.0_258      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [2.0]
o1.0_640      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [1.0]
o4.0_107       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [4.0]
o4.0_109      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [4.0]
o3.0_221       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [3.0]
  o2.0_1      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [2.0]
  o2.0_3      {120}    [[0.10, 0.11, 0.07, 0.06, 0.14, 0.08, 0.09, 0.10, 0.06, 0.15]]    [[9.0]]      [2.0]
  o2.0_5      {136}    [[0.07, 0.10, 0.11, 0.11, 0.10, 0.05, 0.12, 0.11, 0.10, 0.08]]    [[6.0]]      [2.0]
o2.0_491      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [2.0]
o1.0_406      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [1.0] _/
o5.0_315       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [5.0]
o2.0_493       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [2.0]
o5.0_317      {132}    [[0.08, 0.12, 0.05, 0.09, 0.12, 0.10, 0.07, 0.08, 0.14, 0.11]]    [[8.0]]      [5.0]
o7.0_816      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [7.0]
o1.0_408       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [1.0]
o0.0_312       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [0.0]
o8.0_925       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [8.0]
o4.0_104       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [4.0]
o8.0_923       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [8.0]
o0.0_310      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [0.0] _/
o4.0_102      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [4.0]
o7.0_814       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [7.0]
o1.0_651       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [1.0]
o3.0_233      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [3.0]
o3.0_231      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [3.0]
o1.0_653      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [1.0]
o9.0_919       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o9.0_914      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [9.0]
o9.0_916       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [9.0] _/
o5.0_742       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [5.0]
o8.0_738      {132}    [[0.12, 0.09, 0.06, 0.06, 0.12, 0.09, 0.10, 0.09, 0.12, 0.09]]    [[0.0]]      [8.0]
o8.0_737      {132}    [[0.12, 0.09, 0.06, 0.06, 0.12, 0.09, 0.10, 0.09, 0.12, 0.09]]    [[0.0]]      [8.0]
o4.0_535      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [4.0]
o7.0_646       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [7.0]
o8.0_735      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [8.0]
o7.0_648       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [7.0]
o3.0_448       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [3.0]
o8.0_740       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [8.0]
o3.0_446      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [3.0]
o1.0_662       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [1.0] _/
o4.0_526      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [4.0]
o4.0_528      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [4.0]
o3.0_681      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [3.0]
o1.0_664       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [1.0]
o9.0_946       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [9.0]
o9.0_948       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [9.0]
o0.0_578      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [0.0]
o8.0_508       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [8.0]
o0.0_572      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [0.0]
o7.0_632      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [7.0]
o8.0_506      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [8.0]
o0.0_570      {112}    [[0.08, 0.08, 0.14, 0.10, 0.09, 0.06, 0.08, 0.09, 0.06, 0.16]]    [[9.0]]      [0.0]
o8.0_500      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [8.0]
o8.0_992      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [8.0]
o2.0_464       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [2.0]
o2.0_467       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [2.0]
o8.0_990       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [8.0]
o3.0_457      {116}    [[0.08, 0.12, 0.09, 0.09, 0.11, 0.06, 0.09, 0.08, 0.12, 0.11]]    [[1.0]]      [3.0]
o3.0_456      {116}    [[0.08, 0.12, 0.09, 0.09, 0.11, 0.06, 0.09, 0.08, 0.12, 0.11]]    [[1.0]]      [3.0]
o2.0_469      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [2.0]
o3.0_455       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [3.0]
o1.0_430      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [1.0]
o3.0_696      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [3.0]
o3.0_454       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [3.0]
o3.0_694      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [3.0]
o5.0_749      {112}    [[0.05, 0.20, 0.08, 0.04, 0.09, 0.12, 0.05, 0.14, 0.08, 0.10]]    [[1.0]]      [5.0]
o1.0_432      {108}    [[0.08, 0.13, 0.11, 0.08, 0.13, 0.10, 0.07, 0.05, 0.07, 0.13]]    [[1.0]]      [1.0] _/
o5.0_744       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [5.0]
o2.0_220       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [2.0]
o1.0_678      {120}    [[0.10, 0.09, 0.10, 0.10, 0.10, 0.10, 0.06, 0.12, 0.09, 0.11]]    [[7.0]]      [1.0]
o5.0_747       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [5.0]
o2.0_462      {112}    [[0.08, 0.08, 0.14, 0.10, 0.09, 0.06, 0.08, 0.09, 0.06, 0.16]]    [[9.0]]      [2.0]
o5.0_520      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [5.0]
o5.0_762       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [5.0]
o6.0_856      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [6.0]
o5.0_764      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [5.0]
o6.0_854      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [6.0]
o0.0_103      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [0.0]
o8.0_718      {128}    [[0.10, 0.09, 0.07, 0.10, 0.08, 0.11, 0.10, 0.10, 0.07, 0.12]]    [[9.0]]      [8.0]
o6.0_618      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [6.0]
o0.0_105       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [0.0]
o4.0_555       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [4.0]
o4.0_797      {116}    [[0.05, 0.08, 0.11, 0.12, 0.10, 0.07, 0.10, 0.10, 0.09, 0.14]]    [[9.0]]      [4.0]
o7.0_622      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [7.0]
o4.0_796      {116}    [[0.05, 0.08, 0.11, 0.12, 0.10, 0.07, 0.10, 0.10, 0.09, 0.14]]    [[9.0]]      [4.0]
o4.0_557      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [4.0]
o9.0_970      {132}    [[0.07, 0.14, 0.09, 0.09, 0.12, 0.04, 0.12, 0.11, 0.08, 0.10]]    [[1.0]]      [9.0]
o7.0_624      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [7.0]
o7.0_626      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [7.0]
o0.0_580      {136}    [[0.11, 0.07, 0.11, 0.11, 0.09, 0.04, 0.07, 0.09, 0.11, 0.16]]    [[9.0]]      [0.0]
o4.0_795      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [4.0]
o7.0_628      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [7.0]
o4.0_794      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [4.0]
o1.0_680      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [1.0]
o3.0_426       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [3.0]
o2.0_214      {128}    [[0.11, 0.08, 0.10, 0.09, 0.10, 0.07, 0.10, 0.08, 0.11, 0.10]]    [[0.0]]      [2.0]
o2.0_216       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [2.0] _/
o7.0_871       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [7.0]
o2.0_218       {96}    [[0.13, 0.11, 0.14, 0.04, 0.13, 0.10, 0.10, 0.05, 0.07, 0.09]]    [[2.0]]      [2.0] _/
o7.0_630      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [7.0]
o7.0_873      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [7.0]
o5.0_518       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [5.0]
o5.0_755      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [5.0]
o6.0_620      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [6.0]
o5.0_514       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [5.0]
o1.0_207      {128}    [[0.10, 0.09, 0.07, 0.10, 0.08, 0.11, 0.10, 0.10, 0.07, 0.12]]    [[9.0]]      [1.0]
o5.0_757      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [5.0]
o5.0_516       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [5.0]
o6.0_866      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [6.0]
o5.0_534      {128}    [[0.12, 0.08, 0.10, 0.10, 0.11, 0.07, 0.06, 0.09, 0.10, 0.11]]    [[0.0]]      [5.0]
o1.0_209       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [1.0]
o0.0_599      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [0.0] _/
o6.0_868       {84}    [[0.05, 0.09, 0.16, 0.11, 0.13, 0.04, 0.11, 0.09, 0.10, 0.05]]    [[2.0]]      [6.0]
o4.0_302       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [4.0]
o0.0_595      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [0.0]
o4.0_304      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [4.0]
o0.0_597      {104}    [[0.12, 0.11, 0.07, 0.12, 0.10, 0.08, 0.05, 0.12, 0.08, 0.09]]    [[0.0]]      [0.0] _/
o4.0_540      {112}    [[0.08, 0.16, 0.04, 0.10, 0.10, 0.11, 0.06, 0.12, 0.05, 0.13]]    [[1.0]]      [4.0]
o3.0_428      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [3.0]
o7.0_858      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [7.0]
o8.0_720       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [8.0]
o3.0_679      {120}    [[0.10, 0.09, 0.10, 0.10, 0.10, 0.10, 0.06, 0.12, 0.09, 0.11]]    [[7.0]]      [3.0]
o3.0_676      {120}    [[0.10, 0.09, 0.10, 0.10, 0.10, 0.10, 0.06, 0.12, 0.09, 0.11]]    [[7.0]]      [3.0]
o4.0_537      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o3.0_674      {112}    [[0.10, 0.10, 0.11, 0.13, 0.13, 0.08, 0.08, 0.06, 0.08, 0.08]]    [[3.0]]      [3.0] _/
o7.0_860      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [7.0]
o4.0_538      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [4.0]
o5.0_529      {108}    [[0.09, 0.15, 0.12, 0.08, 0.10, 0.09, 0.06, 0.08, 0.07, 0.12]]    [[1.0]]      [5.0]
o5.0_527      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [5.0]
o6.0_239      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [6.0]
o6.0_237      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [6.0]
o4.0_295       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
o8.0_899      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [8.0]
o4.0_297       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [4.0]
o8.0_896      {124}    [[0.10, 0.07, 0.12, 0.12, 0.12, 0.04, 0.05, 0.12, 0.11, 0.08]]    [[2.0]]      [8.0]
o3.0_999      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [3.0]
o3.0_524      {140}    [[0.10, 0.10, 0.12, 0.08, 0.09, 0.09, 0.09, 0.07, 0.11, 0.12]]    [[2.0]]      [3.0]
o3.0_522      {120}    [[0.13, 0.09, 0.14, 0.07, 0.10, 0.09, 0.05, 0.09, 0.07, 0.13]]    [[2.0]]      [3.0]
o6.0_485      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [6.0]
o6.0_483       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [6.0]
o6.0_241      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [6.0]
o0.0_932      {120}    [[0.14, 0.11, 0.14, 0.09, 0.12, 0.08, 0.06, 0.05, 0.09, 0.09]]    [[0.0]]      [0.0] _/
o0.0_930      {136}    [[0.08, 0.09, 0.12, 0.15, 0.13, 0.05, 0.06, 0.09, 0.06, 0.12]]    [[3.0]]      [0.0]
 o3.0_71      {132}    [[0.08, 0.12, 0.09, 0.10, 0.12, 0.09, 0.10, 0.09, 0.06, 0.10]]    [[1.0]]      [3.0]
o4.0_287      {136}    [[0.05, 0.13, 0.13, 0.12, 0.10, 0.06, 0.08, 0.11, 0.07, 0.11]]    [[1.0]]      [4.0]
o4.0_289       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [4.0] _/
 o3.0_73      {124}    [[0.09, 0.11, 0.11, 0.10, 0.13, 0.09, 0.04, 0.08, 0.08, 0.12]]    [[4.0]]      [3.0]
o1.0_474       {88}    [[0.10, 0.06, 0.10, 0.05, 0.15, 0.10, 0.10, 0.04, 0.09, 0.17]]    [[9.0]]      [1.0]
o0.0_929      {136}    [[0.08, 0.09, 0.12, 0.15, 0.13, 0.05, 0.06, 0.09, 0.06, 0.12]]    [[3.0]]      [0.0]
o5.0_947       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [5.0]
o5.0_949       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [5.0]
o1.0_476       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [1.0]
o6.0_257      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [6.0]
o0.0_926       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
o6.0_255      {120}    [[0.10, 0.10, 0.15, 0.08, 0.05, 0.09, 0.10, 0.12, 0.05, 0.13]]    [[2.0]]      [6.0]
o0.0_927       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
o0.0_928      {136}    [[0.08, 0.09, 0.12, 0.15, 0.13, 0.05, 0.06, 0.09, 0.06, 0.12]]    [[3.0]]      [0.0]
o5.0_960      {128}    [[0.10, 0.14, 0.10, 0.04, 0.09, 0.11, 0.08, 0.10, 0.10, 0.09]]    [[1.0]]      [5.0]
o0.0_701       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
 o3.0_68      {132}    [[0.08, 0.12, 0.09, 0.10, 0.12, 0.09, 0.10, 0.09, 0.06, 0.10]]    [[1.0]]      [3.0]
 o3.0_66      {120}    [[0.07, 0.13, 0.13, 0.09, 0.14, 0.08, 0.06, 0.07, 0.09, 0.10]]    [[4.0]]      [3.0]
o0.0_700       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [0.0]
o8.0_636      {100}    [[0.09, 0.12, 0.10, 0.08, 0.10, 0.12, 0.06, 0.10, 0.06, 0.17]]    [[9.0]]      [8.0]
o8.0_634      {108}    [[0.09, 0.13, 0.07, 0.06, 0.09, 0.12, 0.12, 0.08, 0.08, 0.12]]    [[1.0]]      [8.0]
o3.0_987      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [3.0]
o3.0_985      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [3.0]
o3.0_983       {52}    [[0.09, 0.17, 0.15, 0.11, 0.05, 0.07, 0.05, 0.07, 0.07, 0.11]]    [[1.0]]      [3.0]
o1.0_243      {104}    [[0.05, 0.13, 0.10, 0.10, 0.14, 0.05, 0.06, 0.08, 0.08, 0.15]]    [[9.0]]      [1.0]
o6.0_264       {76}    [[0.14, 0.07, 0.09, 0.07, 0.17, 0.13, 0.05, 0.03, 0.05, 0.15]]    [[4.0]]      [6.0]
o5.0_715       {88}    [[0.09, 0.12, 0.10, 0.09, 0.07, 0.05, 0.07, 0.12, 0.07, 0.17]]    [[9.0]]      [5.0]
o5.0_958      {100}    [[0.08, 0.19, 0.10, 0.08, 0.10, 0.13, 0.05, 0.12, 0.07, 0.08]]    [[1.0]]      [5.0]
